"","H9.1","H9.2","H9.3","OB.1","OB.2","OB.3","WT.1","WT.2","WT.3"
"1451301_at",3.132644,3.044274,2.996608,3.028139,2.984215,3.044274,3.044274,3.044274,3.044274
"1451302_at",7.357292,7.335689,7.429238,8.006545,7.563065,7.70028,7.40745,7.838764,7.373646
"1451303_at",6.845265,6.584285,6.679001,6.58464,6.637742,6.782881,6.804007,6.552148,6.63489
"1451304_at",6.095718,5.761433,6.239877,5.932126,6.279539,6.077212,5.979958,5.791152,6.37468
"1451305_at",5.562185,5.534002,5.628875,5.767286,5.70674,5.495768,5.623094,5.513814,5.663652
"1451306_at",5.127205,5.127205,5.262282,5.059435,5.070251,5.341988,5.127205,4.797468,5.218452
"1451307_at",8.406356,8.456321,8.427036,8.909291,8.412793,8.467754,8.459957,8.459957,8.42449
"1451308_at",3.102942,3.065889,2.934932,3.102942,3.059434,3.134982,3.102942,3.206266,3.109936
"1451309_at",6.373685,6.468768,6.454342,6.21851,6.368519,6.490416,6.35799,6.517096,6.314575
"1451310_a_at",12.01785,12.10712,11.90783,11.99262,12.14055,12.17169,11.90071,11.94161,12.08432
"1451311_a_at",8.646469,8.624519,8.469836,8.728908,8.570781,8.61438,8.521128,8.663806,8.654485
"1451312_at",10.43159,10.48182,10.66988,10.41111,10.35718,10.37814,10.53561,10.34826,10.51656
"1451313_a_at",8.642762,7.755443,8.648465,8.022487,7.750966,7.348078,8.369876,7.667349,8.478533
"1451314_a_at",6.067129,6.074347,5.898128,5.925983,5.925983,5.898093,5.783294,6.094063,6.139568
"1451315_at",4.963774,5.019171,5.034834,5.014221,4.972108,4.912425,5.346705,4.643524,4.887134
"1451316_a_at",9.37267,9.553026,9.273042,9.638083,9.456512,9.400826,9.660809,9.791531,9.499003
"1451317_at",8.035803,7.711706,7.892426,7.579269,8.005121,7.826295,8.063086,7.871836,7.97931
"1451318_a_at",8.498037,8.572055,8.314282,8.48211,8.516057,8.440663,8.481613,8.60577,8.451834
"1451319_at",5.767286,5.767286,5.767286,5.87264,5.895854,5.855003,5.616945,5.643308,5.666425
"1451320_at",3.845826,3.926829,3.795393,4.07983,3.932079,3.824419,3.797008,3.845826,3.808864
"1451321_a_at",6.928754,6.924634,7.273725,6.859466,6.814394,6.719263,6.929678,7.032408,6.54872
"1451322_at",11.33936,10.6553,11.05244,11.22997,11.13886,11.05244,10.75531,10.66015,11.0711
"1451323_at",3.486148,3.378778,3.422863,3.444753,3.749669,3.241205,3.277153,3.617487,3.333061
"1451324_s_at",4.469944,4.715622,4.370409,4.715622,4.874743,4.913094,4.629315,4.898499,5.026246
"1451325_at",4.091116,4.126289,4.396388,4.423667,4.222668,4.151991,4.194787,4.241042,4.222668
"1451326_at",11.06518,11.0121,11.10287,11.14121,11.12828,11.2257,11.10287,11.01646,11.12968
"1451327_a_at",7.832634,7.737428,7.657996,8.040864,7.876649,7.889519,7.839272,7.809533,7.839272
